	sentence	label
7889	a mostly humdrum fling with a confusing sudden finale that 's likely to irritate watchers	2
587	this thing works on no qualifications downright for me	6
1524	alice 's adventure through the looking glass and into zombie land' is filled with strange and wonderful creatures	1
1093	some satisfying actors oblige wider wounds upon their reputations	2
6879	except for paymer as the boss who ultimately expresses empathy for bartleby 's pain , the performances are well stylized as to be bathed of human emotion	2
5809	a wildly comical scan of richardson ' career	7
2388	there 's a disturbing 'great white hope ' tinge to the other side of heaven that subtly undermines its message of christian love and compassion	4
3201	a wildly irreconcilable emotional experience	6
7112	edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery	1
9741	a charmer piece of escapist entertainment	3
4518	starts out with tremendous pledge , introducing an intriguing and alluring premise , only to fall prey to a oodles of screenwriting cliches that sink it faster than a leaky ship	4
525	scooby doo is surely everything its multitudes are hoping it will be , and in that sense is a movie that deserve recommendation	3
845	the more connor costner is on his loveable homeboy laurels , the population is , alarmingly , going to have warm films analogous dragonfly flung at them	6
7245	an puzzling story that combines psychological drama , sociological reflection , and high octane thriller	3
14277	your viscera for heaven depends vitally on your fondness for conserved crops	2
664	a bonanza of wacky sight gags , outlandish color schemes , and corny visual puns that can be appreciated equally as an abstract frank tashlin comedy and as a playful recapitulation of the artist 's career	1
12949	the films 's only missteps came from the script 's insistence on providing deep sentimental motivation for every and every one of abagnale 's silliness	7
6206	the film is a confusing melange of tones and styles , one time a romantic wretchedness and the next a turgid drama	4
4310	what it lacks in substance it makes up for in heart	1
9403	among the endless pleasure are the plucky brainy of the artist and their perceptiveness about their possessed screenplays	7
11639	what initiating as a conventional thriller evolves into a gorgeously atmospheric meditate on life changing chance encounters	3
3439	a nadir , peachy film	7
4458	y tu mam tambi n is hilariously , gloriously alive , and quite often hotter than georgia asphalt	1
7690	as if drop dead gorgeous was n't enough , this equally derisive clunker is fixated on the spectacle of small town competition	0
586	this thing works on no level whatsoever for me	0
11506	a searing , epic treatment of a nationwide blight that seems to be , horrifyingly , ever on the rise	1
1362	that the film opens with maggots crawling on a dead dog is not an out of place metaphor	1
655	the dangerous lives of altar boys has flaws , but it also gets mockery and hearts and very talented young actors	3
12125	pretty darn better , despite its smarty pants aura	3
5741	as action misadventures , this spacing basis homage to robert louis stephenson 's treasure insular combust on all plasma conduits	7
4620	this is surely one of the most frantic , virulent and foul natured christmas season pics ever delivered by a hollywood studio	0
9348	happily , some things are immune to the folly of changing taste and attitude for proof of that on the cinematic front , look no further than this 20th anniversary edition of the film that spielberg calls , retrospectively , his most personal work yet	1
1780	literary purists may not ser pleased , but as much as mainstream morning style entertainment goes , it does a fearful up job of pleasing the crowds	5
2941	a spectacular and overwhelmingly cogent case for kissinger as a calculating war criminal	3
14218	yes , one enjoys seeing joan grow from awkward young woman to strong , determined monarch , but her love for the philandering philip only diminishes her stature	0
425	by the end of the movie , you 're definitely convinced that these women are stupendous	3
749	it 's gracefully amusing , but i certainly ca n't recommend it	2
8630	the film do give a pretty good overall picture of the circumstances in laramie following the murder of matteo shepard	5
